Campus	Department Name	Course Number	Course Name	Credits	Areas of Knowledge	Quarters Offered	Offered with	Prerequisites	Co-Requisites	Description
Bothell	BACCT	521	Forensic Accounting	4						Project-based introduction to contemporary forensic accounting theory and practice.  Students analyze live fraud cases working with practicing Certified Fraud Examiners and law enforcement agencies. Requires registration as King County volunteer and criminal background check by law enforcement authorities.
Bothell	BACCT	522	Corporate Governance: An International Perspective	4						Explores the variety of corporate control and governance structures around the world. Examines important governance practices and their impact on corporate strategy and competitiveness.
Bothell	BACCT	563	Advanced Financial Accounting	4						Covers advanced accounting topics related to consolidated financial statements; accounting for derivatives and hedging activities; and the translation of financial statements prepared in a foreign currency.
Bothell	BACCT	567	Advanced Taxation	4						Cs .  Provides an introduction to entity tax accounting with emphasis on both tax consequences and tax planning.
Bothell	BBUS	110	Personal Finance	5	QSR					Examines making intelligent decisions to maximize financial resources in all phases of life. Integrates theory with real world application to analyze financial decisions and evaluate costs and benefits.
Bothell	BBUS	120	Introduction to Social Enterprise	5	I&S					Explores the intersection of how business principles are used to help solve societal challenges on global and local levels. Examines the history of the social sector in the U.S, global trends within the social enterprise sector, and the successes, challenges, and organizational structures of social enterprises that achieve societal goals.
Bothell	BBUS	201	Introduction to Business	5						Provides an overview of the entire business function. Topics may include entrepreneurship, leadership, marketing management, financial management, and technology and innovation.
Bothell	BBUS	210	Principles of Financial Accounting	5						Preparation and use of accounting reports with primary focus on uses of accounting for external reporting. Understand financial statements and prepare statements that accurately present to external entities corporate financial position, operating results, cash flows, and financial strength.
Bothell	BBUS	211	Principles of Managerial Accounting	5				BBUS210		Uses accounting information for business planning and control purposes. Focuses on internal use of accounting information and topics include cost behavior, product costing, budgeting, performance management, and responsibility accounting. Proficiency in identifying relevant information from operational and strategic decisions. Prerequisite: minimum grade of 1.7 in B BUS 210.
Bothell	BBUS	215	Introduction to Business Statistics	5	QSR					Introduces descriptive statistics, probability concepts, and statistical inference emphasizing statistical applications useful in decision making and research in the social sciences. Topics include exploratory data analysis, correlation, sampling theory, estimation, hypothesis testing, and simple regression analysis. Concepts are illustrated through case problems in sociology, psychology, consumer economics, and business.
Bothell	BBUS	220	Introduction to Microeconomics	5	I&S, QSR	A,W,Sp,S	BIS200			Analysis of markets: consumer demand, production, exchange, the price system, resource allocation, government intervention. Offered: jointly with BIS 200; AWSpS.
Bothell	BBUS	221	Introduction to Macroeconomics	5	I&S, QSR	A,W,Sp	BIS201	BIS200,BBUS220,BCUSP200		Analysis of the aggregate economy: national income, inflation, business fluctuations, unemployment, monetary system, federal budget, international trade and finance. Prerequisite: BIS 200, B BUS 220 or B CUSP 200. Offered: jointly with BIS 201; AWSp.
Bothell	BBUS	230	Introduction to Business Law	5	I&S					Introduction to the issues of business law. Covers legal resolutions, including courts, court procedures, contract law and Articles 2, 3 and 9 of the Uniform Commercial Code, business ethics, torts, and strict liability and product liability.
Bothell	BBUS	300	Management of Organizations	4					BBSKL300	An introduction to management from a macro perspective. Includes leading management theories, recent case studies of world-class organizations, new research finding, and presentations by leading business executives. Co-requisite: B BSKL 300; may not be repeated.
Bothell	BBUS	305	Managerial Communication	4					BBSKL305	Focuses on the importance of written and oral communication for managerial success. Involves hands-on individual and group experience in preparing business documents and delivering business presentations. Co-requisite: B BSKL 305.
Bothell	BBUS	307	Business Writing	5						Provides theoretical and practical approaches to being a better ethical writer to prepare students to be more successful in business or other organizations.
Bothell	BBUS	310	Managerial Economics	5						Applies economic principles and quantitative methods to improve managerial decision making. Topics covered include: demand analysis, cost analysis, forecasting, asset valuation, information economics, government regulation of business. Prerequisite: may not be repeated.
Bothell	BBUS	320	Marketing Management	5						Focuses on designing tools, concepts, and strategies for problem solving in marketing management. Prerequisite: may not be repeated.
Bothell	BBUS	330	Information Management and Analysis	5						Study of the methods of gathering, structuring, analyzing and applying information in business organizations. A survey of the changes in organizations resulting from new knowledge technologies provides a framework for intensive study of a variety of tools used to gather, structure, analyze or apply information. Prerequisite: may not be repeated.
Bothell	BBUS	340	Operations and Project Management	5				BBUS310		Examines service and manufacturing processes that deliver value to customers, introduces concepts and tools for critical analysis, emphasizes operating priorities (quality, cost, delivery, flexibility, social responsibility
Bothell	BBUS	350	Business Finance	5				BBUS310		Focuses on understanding the sources, uses, costs, and control of funds in business organizations. Issues include the internal management of working capital, sources of capital, financing new ventures, capital budgeting, and financing the growth of businesses. Prerequisite: minimum grade of 1.7 in B BUS 310; may not be repeated.
Bothell	BBUS	361	Intermediate Accounting I	5						Examines the accounting framework and principles used to determine the income and the financial position of a firm. Develops a conceptual and applied understanding of the preparation of financial statements and processing of transactions related to the current asset accounts. Prerequisite: may not be repeated.
Bothell	BBUS	362	Intermediate Accounting II	5				BBUS361		Analyzes current accounting theory and practices used in preparing and presenting financial statements. Focuses on the accounting treatment of transactions concerning investments; operational assets; and current and long-term liabilities. Prerequisite: minimum grade of 1.7 in B BUS 361; may not be repeated.
Bothell	BBUS	363	Intermediate Accounting III	5				BBUS362		Analyzes current accounting theory and practices used in preparing and presenting financial statements. Focuses on the accounting treatment of transactions that apply to stockholders' equity; income taxes; accounting changes and error corrections; retirement plans; and the statement of cash flows. Prerequisite: minimum grade of 1.7 B BUS 362; may not be repeated.
Bothell	BBUS	373	Cost Accounting	5						Examines the use of accounting and operational data for internal planning and control purposes. Focus includes job-order and process costing, activity based budgeting, profit planning, responsibility accounting, standard costing and variance analysis, transfer pricing and performance evaluation systems. Prerequisite: may not be repeated.
Bothell	BBUS	401	Work Motivation and Performance	5						Provides students with an understanding of the factors influencing individual motivation and performance in work environments. Includes employee attitudes and personality, goal setting and reward systems, communications, power, and conflict management, job design, and organizational culture and change.
Bothell	BBUS	402	Managing Work Teams	5						Provides students with an understanding of the factors influencing team effectiveness in work environments. Includes team process, decision making, conflict resolution, team creativity, external dynamics, and emerging issues in managing teams.
Bothell	BBUS	411	Auditing Theory and Practice	5				BBUS362		Provides intensive exposure to the attestation functions in accounting, including provisions of the Sarbanes-Oxley legislation. Analyzes the environment, process, and report of the public auditor. Discusses theory and practice related to the auditing environment, including general audit technology, programmatic applications and reporting obligations. Prerequisite: minimum grade of 1.7 in B BUS 362; may not be repeated.
Bothell	BBUS	412	Advanced Business Law	5						In-depth study of legal resolutions including courts, alternative dispute resolution and ethics; creditors' rights and bankruptcy; agency and employment; corporations and securities; small business and owners limited liabilities; and government regulation of business.
Bothell	BBUS	421	Consumer Marketing	5				BBUS320		Examines the process by which consumer goods and services are brought to the market. Analyzing existing markets to identify problems and opportunities, developing and modifying products, establishing and managing distribution, setting prices and undertaking promotional efforts, especially advertising. Emphasizes mass marketing and end users. Prerequisite: minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	423	Market Intelligence	5				BBUS320		Focuses on the major methodologies of marketing research. Deals with the entire research process, from problem definition, research design, questionnaire construction, and sample selection to data collection and analysis. Introduction to various standard and state-of-the-art data analyses techniques and software packages. Prerequisite: minimum grade of 1.7 in B BUS 320; may not be repeated.
Bothell	BBUS	426	International Marketing	5				BBUS320		Integrated study of institutions, factors, and trends that have a bearing on global business operations and strategy. Utilizes lectures, research, case studies, guest speakers, and extensive practical application of modern marketing principles. Special emphasis on developing a marketing plan for the export of product or service. Prerequisite: minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	427	Entrepreneurial Marketing	5				BBUS320		Explores how marketing and entrepreneurship affect and are affected by one another. Examines role of marketing in entrepreneurial ventures, and the role of entrepreneurship in marketing efforts for all firms. Prerequisite: minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	429	Special Topics in Marketing	5				BBUS320		Topics of current interest to faculty and students. Offered when allowed by faculty availability and sufficient student interest. Prerequisite: minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	431	Electronic Marketing	5				BBUS320		Critically analyze new marketing models; study how firms can effectively leverage new technology and maximize long-term profits. Includes: web marketing strategy, e-commerce issues, channel issues, pricing models, advertising and promotion models and business plans. Prerequisite: minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	435	Accounting Information Systems	5				BBUS361		Provides in-depth coverage of accounting information systems from the perspectives of accounting transition cycles. Examines systems processes, flowcharting and internal controls relevant to each transaction processing cycles. Discusses various technologies underlying accounting information systems, including stand-alone and integrated enterprise application. Prerequisite: minimum grade of 1.7 in B BUS 361; may not be repeated.
Bothell	BBUS	438	Marketing Management Laboratory	5				BBUS320;BBUS421,BBUS423,BBUS424,BBUS425,BBUS426,BBUS427,BBUS429,BBUS431		Capstone marketing course. Development and implementation of tactical as well as strategic aspects of marketing decisions. Integrates marketing concepts from other marketing classes to formulate coherent marketing decisions. Topics include multi-product, multi-market businesses, and challenges inherent in developing and implementing marketing decisions in a complex environment. Analysis of markets, businesses and competitive situations. Prerequisite: minimum grade of 1.7 in B BUS 320; a minimum grade of 1.7 in either B BUS 421, B BUS 423, B BUS 424, B BUS 425, B BUS 426, B BUS 427, B BUS 429, or B BUS 431; may not be repeated.
Bothell	BBUS	441	Business Project Management	5				BBUS340		In-depth coverage of skills that prepare students for rules as business project leaders and team members. Topics include project selection, risk, definition, stakeholder analysis, communication plans, scheduling, software, resource allocation, monitoring, post-project assessment. Emphasis on critical thinking and analysis. Prerequisite: minimum grade of 1.7 in B BUS 340.
Bothell	BBUS	443	Entrepreneurship Seminar	5			CSS473			Creates or works within a new venture. New venture situations include for-profit and non-profit companies and launching new products/services within existing companies. Develops a business plan. Offered: jointly with CSS 473.
Bothell	BBUS	444	Product Development Lab	5			CSS474			Includes a technology project and product development within the dynamic of time-pressured competition. Focuses on systematically improving products to beat competition and win the customer. Topics include benchmarking, competitive intelligence, and managing small group product development. Offered: jointly with CSS 474.
Bothell	BBUS	445	Merchandise Acquisition	5				BBUS300		Examines retail companies' merchandise acquisition practices and financial structure. Includes retail inventory management, processes of planning, and negotiating for the buying merchandise, Includes participation in a buying simulation. Prerequisite: B BUS 300; may not be repeated.
Bothell	BBUS	446	Strategic Retail Promotion	5				BBUS300;BBUS320		Examines key driver, strategies, and methods necessary to succeed in retail applying advanced promotion methods to achieve competitive advantage through innovative approaches. Prerequisite: B BUS 300; B BUS 320; may not be repeated.
Bothell	BBUS	447	Retail Operations and Supply Chain Management	5				BBUS300		Examines the fundamental of operations management in a retail setting and the operations issues faced by firms in the retail environment including blend strategic and design decision. Prerequisite: B BUS 300; may not be repeated.
Bothell	BBUS	448	Retail Technology and Leadership	5				BBUS300;BBUS445;BBUS446;BBUS447		Provides exposure to new technologies in the retail industry and creates an understanding of how they can drive sales, increase efficiencies, and improve the customer experience, Includes a class project designed to integrate foundation of learning form the three previous retail course. Prerequisite: B BUS 300; B BUS 445; B BUS 446; B BUS 447; may not be repeated.
Bothell	BBUS	449	Accounting Practices in Not-for-Profit Organizations	5				BBUS363		Examines accounting and reporting practices in governments, universities, hospitals and charitable foundations. Focuses on fund accounting fundamentals, followed by a review of current challenges in budgeting, auditing, and reporting to multiple stakeholders. Prerequisite: minimum grade of 1.7 in B BUS 363.
Bothell	BBUS	450	Federal Income Taxation	5				BBUS361		Examines federal income tax principles that apply to gross incomes, deductions, property transactions and compensation. Equips students with the tolls to conduct basic tax research and planning. Focuses primarily on the taxation of individuals, with some exposure to corporate and partnership environments. Prerequisite: minimum grade of 1.7 in B BUS 361; may not be repeated.
Bothell	BBUS	451	Financial Policy and Practice	5				BBUS350		Emphasizes major current theories and practices in the field of financial management. Topics include financial ratio analysis; break-even analysis; cash, marketable securities, inventory, and accounts receivable management models; dividend policy; short-term and long-term financing decisions; and international finance. Prerequisite: minimum grade of 1.7 in B BUS 350; may not be repeated.
Bothell	BBUS	453	Financial Institutions and Markets	5				BBUS350		Role of banks and non-bank financial institutions in the financial system; asset choices of banks and non-bank financial institutions; problems in the management of financial institutions with emphasis on commercial banks. Prerequisite: minimum grade of 1.7 in B BUS 350; may not be repeated.
Bothell	BBUS	454	Investments	5				BBUS350		Introduction to the nature, problems, and process of evaluating particular securities and portfolio construction and administration. Special attention is directed to the risk and rate of return aspects of particular securities portfolios; and total wealth. Prerequisite: minimum grade of 1.7 in B BUS 350; may not be repeated.
Bothell	BBUS	455	Financial Risk Management	5				BBUS454		Introduction to the field of derivative securities, focusing in particular on futures, forwards, and options. Pays special attention to the use of derivative securities in the management of risk and the general principles underlying the pricing of derivative securities. Prerequisite: minimum grade of 1.7 in B BUS 454.
Bothell	BBUS	456	Entrepreneurial Finance	5				BBUS350		Examines financial challenges common to new ventures, and discusses each participate in the venture arena. Explores alternative sources of private equity for new ventures. Prerequisite: minimum grade of 1.7 in B BUS 350.
Bothell	BBUS	457	Advanced Valuation	5				BBUS454		Focuses in the use of the primary valuation models and the issues faced when valuing public and private companies. These include determining the cost of capital estimate; developing cash flow projections; evaluating investment complications, such as taxes, inflation and competitive and economic risks, and adjusting models to reflect the different maturity stages of companies. Prerequisite: minimum grade of 1.7 in B BUS 454.
Bothell	BBUS	458	Risk Modeling	5	QSR		BBECN458	BBECN300		Focuses on the allocation and pricing of risk, analyzing what motivates economic agents to trade, how they manage risky endowments, and how financial assets are used for investment decisions to hedge risk. Includes analysis of how insurance premiums, stocks, bonds, and option prices are determined. Prerequisite: minimum grade of 1.7 in B BECN 300; recommended: calculus, linear algebra, as well as familiarity with Excel. Offered: jointly with B BECN 458.
Bothell	BBUS	459	Special Topic in Finance	5				BBUS350		Study and research topics of current concern to faculty and to students pursuing the finance concentration. Prerequisite: minimum grade of 1.7 in B BUS 350.
Bothell	BBUS	460	Sustainable Business	5						Explores the critical challenges facing business when becoming more environmentally sustainable without forgoing traditional indicators of success. Topics involve elements of strategy, marketing, manufacturing and technology, finance, organization theory, and accounting and draw from current major concerns related to environment and sustainability, such as climate, toxins, and food.
Bothell	BBUS	461	Business, Government, and Society	5				BBUS300;BBSKL300;BBUS310		Covers capitalism and its critics; corporate social responsibility and business ethics; government and politics; regulation business; stakeholders and interest groups; the role of technology and the future of business. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300; minimum grade of 1.7 in B BUS 310.
Bothell	BBUS	462	Negotiations and Conflict Management	5				BBUS300;BBSKL300;BBUS320		Explores creative, integrative approaches to conflict resolution. Bargaining games, role-plays, cases, issues in conflict management, interpersonal influence processes, ethical implications of bargaining problems and personal negotiating styles. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300; minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	463	Advanced Financial Accounting	5				BBUS362		Covers advanced accounting topics related to consolidated financial statements; accounting for derivatives and hedging activities, and the translation of financial statements prepared in a foreign currency. Prerequisite: minimum grade of 1.7 in B BUS 362.
Bothell	BBUS	464	New Product Marketing	5				BBUS320		Focuses on the process of New Product Marketing. Examines the contemporary practices of market development as it complements new product development. Emphasis given to understanding customer value, its measurement and relationship to new product design. Practical exposure through focused homework, student projects, and case studies. Prerequisite: minimum grade of 1.7 in B BUS 320.
Bothell	BBUS	465	Applied Financial Accounting	5				BBUS350		Emphasizes what analysts and managers need to know about the issues and procedures involved in the preparation of the financial statement, rather than on the actual preparation of the statements. Prepares students for professional certification as management accountants or financial analysts. Prerequisite: minimum grade of 1.7 in B BUS 350.
Bothell	BBUS	466	Applied Managerial Accounting	5				BBUS350		Examines the principles of management accounting and the tools and techniques used to prepare and disseminate management accounting reports. Prepares students for professional certification as management accountants or financial analysts. Prerequisite: minimum grade of 1.7 in B BUS 350.
Bothell	BBUS	467	Advanced Taxation	5				BBUS450		Examines issues of taxation for entities other than individuals, including corporation, subchapter S corporations, partnerships, estates, and trusts. Includes corporate distributions, liquidations, and reorganizations. Prerequisite: minimum grade of 1.7 in B BUS 450.
Bothell	BBUS	470	Business Policy and Strategic Management	5				BBUS300;BBUS307;BBSKL300;BBUS320;BBUS340;BBUS350		Capstone course. Focuses on identification, analysis and resolution of managerial problems; creation and implementation of management policies in business organizations; and revision of policies over time. Prerequisite: minimum grade of 1.7 in B BUS 300; minimum grade of 1.7 in B BUS 307; B BSKL 300; minimum grade of 1.7 in B BUS 320; minimum grade of 1.7 in B BUS 340; minimum grade of 1.7 in B BUS 350; may not be repeated.
Bothell	BBUS	471	Entrepreneurial Management	5						Focuses on the processes of entrepreneurship within an organization, including how to create products and services which add value to consumers, how to start and nurture a new business venture, and how to develop and sustain innovation within existing organizations.
Bothell	BBUS	472	Managing Employees	5				BBUS300;BBSKL300		Focuses on how companies are succeeding through innovative human-resource practices and on the steps that managers can take to overcome barriers to change in order to meet the challenges of today and the future. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300; may not be repeated.
Bothell	BBUS	473	Leadership and Decision Making	5				BBUS300;BBSKL300		The manager is seen as a business leader and decision-maker. Covers various individual and group-level decision-making models. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300; may not be repeated.
Bothell	BBUS	475	Managing Innovation	5						Examines topics such as the nature of innovation, technology strategy, organizational and technical capabilities, and new product development processes. Course requirements typically include readings, case analyses, classroom discussion, and research project(s
Bothell	BBUS	476	New Technology and Future Markets	5				BBUS300;BBSKL300;BBUS320;BBUS350		"Examines the business dynamics of technological revolutions. The primary objective is to help managers critically analyze the potential impacts of upcoming ""leading edge"" technologies on their industry sector. Students engage in forecasting a high technology sector. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300; minimum grade of 1.7 in B BUS 320; minimum grade of 1.7 in B BUS 350; may not be repeated."
Bothell	BBUS	477	Human Resource Management	5				BBUS300;BBSKL300		Provides an introduction to the strategic role of the Human Resource function within modern organizations. Examines HR management practices associated with individual and organizational effectiveness, employee satisfaction and motivation; develops an understanding of how general managers can apply these concepts in dealing with their employees. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300.
Bothell	BBUS	479	Special Topics in Management	5				BBUS300;BBSKL300		Topics of current interest to faculty and students. Offered when allowed by faculty availability and sufficient student interest. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300.
Bothell	BBUS	480	Global Environment of Business	5				BBUS300;BBUS307;BBSKL300;BBUS320;BBUS340;BBUS350		Focuses on the major changes and issues facing businesses and managers operating in an increasingly global environment. Emphasizes topics such as trade policy, accelerating advances in technology, the changing nature of the work force, and societal expectations of business. Problems and issues from the perspective of directing the entire business enterprise. Prerequisite: minimum grade of 1.7 in B BUS 300; minimum grade of 1.7 in B BUS 307; B BSKL 300; minimum grade of 1.7 in B BUS 320; minimum grade of 1.7 in B BUS 340; minimum grade of 1.7 in B BUS 350; may not be repeated.
Bothell	BBUS	482	Introduction to Supply Chain Management	5	QSR			BBUS340		Introduces basic supply chain management concepts, as well as strategic and design decisions faced by service and manufacturing organizations. Provides an overview of the supply chain architecture and discusses various aspects of managing inventory, sourcing relationships, revenue management, performance management, and supply chain information systems. Prerequisite: minimum grade of 1.7 in B BUS 340; recommended: Operations Management
Bothell	BBUS	483	Global Strategic Sourcing	5				BBUS482		Introduces foundational theories, tools, and techniques related to managing sourcing and procurement related activities in manufacturing, services, retailing, and governmental sectors. Prerequisite: minimum grade of 1.7 in B BUS 482; recommended: operations management and supply chain management.
Bothell	BBUS	486	Supply Chain Resource Planning	5	QSR			BBUS340		Introduction to the design and control of production functions. Focuses on the principles, models, and techniques for resource planning, analysis, and design of integrated production control systems. Topics include forecasting, inventory management, production planning, scheduling, and materials requirement planning problems. Prerequisite: minimum grade of 1.7 in B BUS 340; recommended: Operations management.
Bothell	BBUS	487	Managing and Improving Supply Chain Processes	5				BBUS441;&&BBUS483		 (5
Bothell	BBUS	489	Digital Business Lab	5				BBUS330;BBSKL300;CSS341;CSS360		MIS concentration capstone. Provides a broad understanding of the impact of information technology on the corporation. Uses various learning tools such as case studies, portfolios, site visits, visiting speakers, and term papers. Prerequisite: minimum grade of 1.7 in B BUS 330; B BSKL 300; minimum grade of 1.7 in CSS 341; minimum grade of 1.7 in CSS 360; may not be repeated.
Bothell	BBUS	490	Special Topics in Business	5				BBUS300;BBSKL300;BBUS310		Topics of current interest to faculty and students. Offered when allowed by faculty availability and sufficient student interest. Prerequisite: minimum grade of 1.7 in B BUS 300; B BSKL 300; minimum grade of 1.7 in B BUS 310.
Bothell	BBUS	491	Business Consulting	5						Applies principles and methods of consulting to organizations. Teams work as consultants for local businesses, applying management theory and concepts to develop strategic and tactical solutions to client-driven problems involving multiple functions.
Bothell	BBUS	497	Guided Internship	1						A significant research project planned and carried out by the student under the direction of one or more faculty.
Bothell	BBUS	498	Directed Readings	3						A significant research project planned and carried out by the student under the direction of two or more faculty.
Bothell	BBUS	499	Undergraduate Research	1						Individual advanced research on topics related to business issues and conducted under the direction of one or more instructors.
Bothell	BBUS	500	Quantitative Business Methods	2		S				Reviews fundamental concepts of differential calculus, descriptive statistics and probability theory, emphasizing applications most useful in modeling business problems. Topics include differentiation and optimization, descriptive statistics, measures of association, probability concepts, decision analysis and discrete and continuous probability distributions. Concepts are illustrated through case problems in business. Credit/no-credit only. Offered: S.
Bothell	BBUS	501	Leadership, Team Process and Decision Making: A Workshop	4		A				Examines factors associated with leader and team effectiveness using high- and low-element exercises and lecture/discussion. Introduces management analysis and decision-making using the case study method. Three-day off-campus retreat followed by two evening class meetings on campus. Credit/no-credit only. Offered: A.
Bothell	BBUS	502	Statistics for Business	4		A				Reviews descriptive statistics, exploratory data, and probability distributions. Studies the theory and methods of statistical inference, emphasizing those applications most useful in modeling business problems. Topics include sampling theory, estimation, hypothesis testing, linear regression, analysis of variance, and several advanced applications of the general linear model. Offered: A.
Bothell	BBUS	503	Financial Reporting and Analysis	4						Read, interpret, and analyze company financial reports. Understand the procedural aspects of the preparation of financial statements. Acquire a working knowledge of generally accepted accounting principles and financial reporting standards. Understand the ambiguities that arise in preparing financial statements and the role of good business judgment in resolving these ambiguities.
Bothell	BBUS	504	MICROECONOMICS FOR BUSINESS	4		W				Considers some of the most important economic aspects of a business enterprise including demand and cost analysis, pricing strategy (including auctions
Bothell	BBUS	505	Financial Management	4		Sp		BBUS503;BBUS504		Provides an introduction to the models used in the investment and financing decisions of a firm. Topics include: valuation of stocks and bonds; measurement of risk and return; project evaluation and analysis; financial leverage and optimal capital structure, and optimal dividend policy. Prerequisite: B BUS 503; B BUS 504. Offered: Sp.
Bothell	BBUS	506	Marketing Management	4		Sp		BBUS504		Facilitates the development of a customer orientation and explores the use of the marketing mix of product, price, place and promotion to create, communicate and deliver value to targeted customer segments. Explains how marketing strategy is developed, implemented, and controlled in the marketplace. Prerequisite: B BUS 504. Offered: Sp.
Bothell	BBUS	507	Global Business	4		Sp		BBUS504;BBUS505;BBUS506		Synthesizes and extends perspective on global business environment. Demonstrates how choices related to organization and strategy (such as outsourcing and diversification
Bothell	BBUS	508	Business Law and Ethics	4		W				Provides an understanding of the impact of legal considerations on managerial decision making. Topics include anti-trust law, intellectual property law, consumer protection and investor protection. Offered: W.
Bothell	BBUS	509	Operations Management	4		A		BBUS505;BBUS506		Examines the operations function in service and manufacturing organizations from a managerial perspective. Key topics include strategic and design decisions relating to operations and processes, quality management, lean systems, inventory control and supply chain management. Uses blend of theory, cases, analytical techniques, and business vignettes. Prerequisite: B BUS 505; B BUS 506 Offered: A.
Bothell	BBUS	510	Managing Organizational Effectiveness	4		Sp				"Explores intangible assets and ""meso"" issues that underpin organizational effectiveness. Topics include organizational phenomena (cultures, structures, routines, capabilities, life cycles"
Bothell	BBUS	512	Strategic Management	4		A				Focuses on major top management decisions, emphasizing how competitive advantage is created and maintained through planning and strategy. Using readings and cases, demonstrates importance in diverse industries of external environments (customers, competitors, science and technology, laws
Bothell	BBUS	514	Business Communications for Leaders	4		S				Focuses on making written and spoken communications effective and authentic, using case studies of several communication challenges that occur in organizations. Teaches how successful communication is both intentional and strategic; and how to formulate communication goals, understand your audience, and use the correct approach in each situation. Offered: S.
Bothell	BBUS	521	Enterprise IT Management	4		S				Focuses on critical issues for aligning information technology resources with the enterprise. Demonstrates the role of company mission and objectives on decisions regarding project approval and implementation. Topics include: project due diligence; technology process management; technology agility; enterprise system implementation, legal and ethical aspects, and contemporary issues. Offered: S.
Bothell	BBUS	522	Organizational Behavior	4		A		BBUS501		Improves student's effectiveness as managers and leaders. Introduces frameworks for understanding organizational processes. Includes a one-day, overnight retreat to help second-year students to reflect on their experiences, and examine progress toward their development goals to enhance success during the second year. Prerequisite: B BUS 501. Offered: A.
Bothell	BBUS	524	Creativity and Innovation Management	4						Provides senior management perspective and analytical frameworks for managing creativity and innovation to achieve strategic goals and objectives. Topics include the language of innovation, use of lateral thinking and group collaboration techniques to create breakthrough new ideas, and building innovation eco-systems through integration of strategy, process, organization, and technologies.
Bothell	BBUS	525	Technology and Innovation Management	4		W				Provides a general manager's perspective on the management of innovation. Focuses on conceptual frameworks and analytical tools for managing innovation throughout the firm. Topics include the nature of innovation, how organizational and technical capabilities affect innovation, product/process development systems, and technology implementation. Offered: W.
Bothell	BBUS	526	Entrepreneurship Practicum	4		W				"Focuses on providing immersive real-life experiences that require application of fundamental business principles. Students in the ""new venture"" track make a trial presentation to practitioners at the quarter's end. Students in the ""live case"" track meet pre-established and agreed-upon goals. Offered: W."
Bothell	BBUS	527	Entrepreneurial Marketing	4						Explores how marketing and entrepreneurship affect and are affected by one another. Examines role of marketing in entrepreneurial ventures, and the role of entrepreneurship in marketing efforts for all firms.
Bothell	BBUS	528	New Product Marketing	4						Examines strategies and state-of-the art analytical methods that support profitable new product introductions.
